sample_index,description_id,true_concept,description,k,same_concept_neighbors,purity,random_balanced_label_baseline
294,slot_37__deer__r01__c002,deer,Careful approach toward a salt block marks a white-tailed meadow grazer.,20,5,0.25,0.12280701754385964
295,slot_37__horse__r01__c001,horse,Careful stepping into a waiting trailer defines a long-maned pasture runner.,20,19,0.95,0.12280701754385964
296,slot_38__cat__r01__c001,cat,"Beside soft morning light, purring room-explorer reveals an offered hand before rubbing its cheek.",20,15,0.75,0.12280701754385964
297,slot_38__dog__r02__c082,dog,A walking partner by matching their pace distinguishes broad-pawed gate-watcher near low evening light.,20,17,0.85,0.12280701754385964
298,slot_38__fox__r01__c002,fox,Sharp-eared field-stalker carries a roadside light with a brief cautious pause across a calm farmyard.,20,8,0.4,0.12280701754385964
299,slot_38__bear__r04__c244,bear,Long-clawed wilderness-resident carries an empty trail after detecting approaching voices across a rocky meadow.,20,9,0.45,0.12280701754385964
300,slot_38__wolf__r04__c242,wolf,"Within a quiet fence line, pale-muzzled forest pack hunter demonstrates cautious inspection of a distant trail camera.",20,11,0.55,0.12280701754385964
301,slot_38__rabbit__r05__c322,rabbit,"Beside a shallow stream bank, small hopping burrow forager reveals quick retreat beneath a low garden bench.",20,11,0.55,0.12280701754385964
302,slot_38__deer__r04__c243,deer,Brown woodland browser with branching antlers displays a sudden retreat from boots on the trail beside soft morning light.,20,19,0.95,0.12280701754385964
303,slot_38__horse__r01__c002,horse,A clear view shows powerful paddock runner with steady response to a rider's rein signal near a broad dirt trail.,20,18,0.9,0.12280701754385964
304,slot_39__cat__r01__c002,cat,"Within a broad dirt trail, striped hearthside-prowler demonstrates gentle brushing while remaining loosely curled, where the pose shows balanced proportions.",20,12,0.6,0.12280701754385964
305,slot_39__dog__r03__c162,dog,"A returning person with vigorous tail sweeps distinguishes tongue-out family-companion near a narrow riverside path, where the posture remains natural.",20,10,0.5,0.12280701754385964
306,slot_39__fox__r01__c002,fox,"A clear view shows bushy-tailed den-visitor with discarded food while remaining ready to flee, as the head and torso remain visible.",20,6,0.3,0.12280701754385964
307,slot_39__bear__r01__c002,bear,"Short-tailed mountain-roamer becomes recognizable through a roadside vehicle while remaining beyond the barrier, while the moment appears unstaged.",20,4,0.2,0.12280701754385964
308,slot_39__wolf__r04__c243,wolf,"Beside a narrow riverside path, wild gray pack predator reveals careful sniffing around an abandoned sled track; the setting supports the behavior.",20,16,0.8,0.12280701754385964
309,slot_39__rabbit__r02__c082,rabbit,"Within a patch of dense brush, short-tailed garden browser demonstrates soft pawing at the edge of a woven enclosure, where the viewpoint remains level.",20,6,0.3,0.12280701754385964
310,slot_39__deer__r03__c162,deer,"Beside a rocky meadow, branch-antlered woodland traveler reveals alert watching of a distant roadside vehicle; ground contact stays clear.",20,16,0.8,0.12280701754385964
311,slot_39__horse__r01__c002,horse,"Patient standing beside a grooming brush distinguishes muscular farmyard traveler near a shaded woodland edge, where the setting supports the behavior.",20,7,0.35,0.12280701754385964
312,slot_40__cat__r07__c483,cat,"Against a misty hillside, a familiar voice with an upright tail defines striped hearthside-prowler; its full body stays visible.",20,12,0.6,0.12280701754385964
313,slot_40__dog__r03__c162,dog,"Beside scattered autumn leaves, wet-nosed trail-helper reveals a handler's gesture before sitting attentively; ground contact stays clear.",20,3,0.15,0.12280701754385964
314,slot_40__fox__r01__c001,fox,"Within soft morning light, amber-eyed meadow-prowler demonstrates a roadside light with a brief cautious pause, where nearby tracks indicate scale.",20,12,0.6,0.12280701754385964
315,slot_40__bear__r01__c001,bear,"Long-clawed wilderness-resident displays a ranger's observation from across the river beside a quiet fence line, while the viewpoint remains level.",20,12,0.6,0.12280701754385964
316,slot_40__wolf__r04__c245,wolf,"Careful sniffing around an abandoned sled track distinguishes bushy-tailed mountain pack tracker near an open grassy clearing, where ground contact stays clear.",20,9,0.45,0.12280701754385964
317,slot_40__rabbit__r03__c163,rabbit,"Quiet resting beside a ceramic food dish distinguishes white-tailed garden visitor near a sunlit garden path, where the posture remains natural.",20,7,0.35,0.12280701754385964
318,slot_40__deer__r01__c001,deer,"Beside a broad dirt trail, branch-antlered woodland traveler reveals a sudden retreat from boots on the trail; its full body stays visible.",20,17,0.85,0.12280701754385964
319,slot_40__horse__r02__c082,horse,"Calm acceptance of a saddle and bridle distinguishes broad-chested stable resident near a shallow stream bank, where the pose shows balanced proportions.",20,17,0.85,0.12280701754385964
320,slot_41__cat__r01__c002,cat,Focused watching of birds beyond a closed window identifies a slit-eyed room hunter.,20,15,0.75,0.12280701754385964
321,slot_41__dog__r02__c082,dog,Careful sniffing during a new animal greeting defines a collared gate watcher.,20,14,0.7,0.12280701754385964
322,slot_41__fox__r03__c162,fox,Brief nose contact near a shared den identifies a russet snowline hunter.,20,15,0.75,0.12280701754385964
323,slot_41__bear__r01__c003,bear,Wide avoidance of another massive forest forager marks a long-clawed cave sleeper.,20,10,0.5,0.12280701754385964
324,slot_41__wolf__r07__c485,wolf,A forest pack sentinel carries nose-to-muzzle greeting within the family group.,20,12,0.6,0.12280701754385964
325,slot_41__rabbit__r01__c001,rabbit,Close huddling with smaller meadow companions is visible on a white-tailed garden browser.,20,11,0.55,0.12280701754385964
326,slot_41__deer__r02__c082,deer,A forest herd grazer reveals an antler display toward a competing male.,20,17,0.85,0.12280701754385964
327,slot_41__horse__r01__c001,horse,Close following behind the herd leader identifies a flowing-tailed field grazer.,20,9,0.45,0.12280701754385964
328,slot_42__cat__r06__c402,cat,A cautious nose greeting with a familiar room companion defines a purring house prowler.,20,15,0.75,0.12280701754385964
329,slot_42__dog__r01__c001,dog,A floppy-eared home guardian shows quiet resting against another household companion.,20,13,0.65,0.12280701754385964
330,slot_42__fox__r01__c001,fox,Defensive circling around younger den residents identifies a russet snowline hunter.,20,12,0.6,0.12280701754385964
331,slot_42__bear__r01__c003,bear,A bulky streamside fisher shows careful watching of grazing animals across the slope.,20,12,0.6,0.12280701754385964
332,slot_42__wolf__r04__c244,wolf,Protective positioning near younger pack members identifies a howling snow hunter.,20,16,0.8,0.12280701754385964
333,slot_42__rabbit__r01__c002,rabbit,A warning foot thump near feeding companions marks a round-eyed clover browser.,20,12,0.6,0.12280701754385964
334,slot_42__deer__r01__c002,deer,An alert brown woodland browser carries an antler display toward a competing male.,20,18,0.9,0.12280701754385964
335,slot_42__horse__r02__c082,horse,A farm runner shows ear-pinned warning toward a newcomer at feed.,20,13,0.65,0.12280701754385964
336,slot_43__cat__r01__c002,cat,"Beside soft morning light, curled-tail home-companion reveals silent stalking of a tiny moving insect.",20,10,0.5,0.12280701754385964
337,slot_43__dog__r01__c004,dog,Collar-wearing yard-guardian becomes recognizable through careful sniffing during a new animal greeting near a shaded woodland edge.,20,7,0.35,0.12280701754385964
338,slot_43__fox__r01__c002,fox,"Against a shallow stream bank, brief nose contact near a shared den defines amber-eyed meadow-prowler.",20,11,0.55,0.12280701754385964
339,slot_43__bear__r02__c083,bear,Round-eared timberland-giant displays patient waiting near fish moving through shallows beside soft morning light.,20,14,0.7,0.12280701754385964
340,slot_43__wolf__r07__c485,wolf,A tense boundary display toward a rival group distinguishes thick-coated howling sentinel near a shaded woodland edge.,20,11,0.55,0.12280701754385964
341,slot_43__rabbit__r01__c001,rabbit,A clear view shows short-tailed garden browser with nose touching with another long-eared grazer near a misty hillside.,20,15,0.75,0.12280701754385964
342,slot_43__deer__r02__c081,deer,"Against a patch of dense brush, an antler display toward a competing male defines branch-antlered woodland traveler.",20,20,1.0,0.12280701754385964
343,slot_43__horse__r01__c001,horse,"Beside a rocky meadow, upright-eared pasture grazer reveals parallel grazing beside several herd companions.",20,10,0.5,0.12280701754385964
344,slot_44__cat__r03__c162,cat,"Focused watching of birds beyond a closed window distinguishes retractable-clawed climber near a pale winter field, where the posture remains natural.",20,9,0.45,0.12280701754385964
345,slot_44__dog__r01__c004,dog,"Within a shallow stream bank, panting ball-chaser demonstrates coordinated running beside a familiar walking partner, where its full body stays visible.",20,13,0.65,0.12280701754385964
346,slot_44__fox__r04__c242,fox,"Beside a patch of dense brush, russet snowline-hunter reveals cautious distance from larger woodland predators; the moment appears unstaged.",20,8,0.4,0.12280701754385964
347,slot_44__bear__r04__c245,bear,"A clear view shows bulky streamside-fisher with wide avoidance of another massive forest forager, as the posture remains natural.",20,14,0.7,0.12280701754385964
348,slot_44__wolf__r03__c161,wolf,"Beside low evening light, amber-eyed pack sentinel reveals protective positioning near younger pack members; the head and torso remain visible.",20,16,0.8,0.12280701754385964
349,slot_44__rabbit__r07__c484,rabbit,"Against an open grassy clearing, close huddling with smaller meadow companions defines small long-eared burrow grazer; the pose shows balanced proportions.",20,15,0.75,0.12280701754385964
350,slot_44__deer__r01__c001,deer,"Within soft morning light, slender-legged forest grazer demonstrates an antler display toward a competing male, where nearby tracks indicate scale.",20,15,0.75,0.12280701754385964
351,slot_44__horse__r01__c001,horse,"Broad-chested stable resident displays mutual neck grooming with a familiar partner beside a quiet fence line, while the viewpoint remains level.",20,15,0.75,0.12280701754385964
352,slot_45__cat__r08__c570,cat,"During a clearly visible group moment, whiskered house-prowler becomes recognizable through silent stalking of a tiny moving insect, while ground contact stays clear.",20,13,0.65,0.12280701754385964
353,slot_45__dog__r01__c002,dog,"Quiet resting against another household companion distinguishes broad-pawed gate-watcher near a calm farmyard, where the setting supports the behavior.",20,13,0.65,0.12280701754385964
354,slot_45__fox__r04__c243,fox,"Within a sunlit garden path, amber-eyed meadow-prowler demonstrates defensive circling around younger den residents, where the background preserves its outline.",20,11,0.55,0.12280701754385964
355,slot_45__bear__r08__c580,bear,"During a clearly visible group moment, wide avoidance of another massive forest forager distinguishes massive shaggy-forager; meanwhile, the moment appears unstaged.",20,6,0.3,0.12280701754385964
356,slot_45__wolf__r04__c245,wolf,"Within a patch of dense brush, wild gray pack predator demonstrates protective positioning near younger pack members, where the setting supports the behavior.",20,15,0.75,0.12280701754385964
357,slot_45__rabbit__r01__c001,rabbit,"Beside an open grassy clearing, round-eyed grassland nibbler reveals parallel grazing beside several burrow residents; its full body stays visible.",20,16,0.8,0.12280701754385964
358,slot_45__deer__r01__c006,deer,"Within a misty hillside, branch-antlered woodland traveler demonstrates protective standing near a spotted youngster, where the pose shows balanced proportions.",20,18,0.9,0.12280701754385964
359,slot_45__horse__r04__c243,horse,"Long-maned stable grazer with powerful legs carries playful running beside a younger pasture companion across a shallow stream bank; meanwhile, nearby tracks indicate scale.",20,14,0.7,0.12280701754385964
360,slot_46__cat__r01__c001,cat,Soft chirping notes while watching distant birds marks a soft-pawed indoor hunter.,20,13,0.65,0.12280701754385964
361,slot_46__dog__r01__c003,dog,A tail-wagging family companion reveals a low rumble when unfamiliar movement approaches.,20,11,0.55,0.12280701754385964
362,slot_46__fox__r01__c002,fox,An amber-eyed meadow prowler carries a brief high call across evening woodland.,20,14,0.7,0.12280701754385964
